token,tag,pos
په,PRT,particle
نورو,DET,determiner
هېوادونو,NOUN,noun
کې,PRT,particle
ترسره,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
د,X,other
طالبانو,NOUN,proper noun
د,X,other
مذاکراتي,X,other
پلاوي,X,other
غړي,X,other
مولوي,X,other
شهاب,NOUN,noun
الدین,X,other
دلاور,X,other
افغان,NOUN,proper noun
حکومت,NOUN,noun
تورن,VERB,verb
کړ,VERB,verb
چې,PRT,particle
خبرې,X,other
ځنډول,NOUN,noun
غواړي,VERB,VERB
.*,X,other
افغان,NOUN,proper noun
سوله,NOUN,proper noun
؛,X,other
د,X,other
افغانستان,NOUN,proper noun
،,PUNCT,punctuation
امریکا,NOUN,proper noun
او,CONJ,coordinating conjunction
روسیې,NOUN,proper noun
ګډه,X,other
ناسته,NOUN,noun
*,NOUN,noun
د,X,other
بولټن,X,other
خاطرې,X,other
؛,X,other
هغه,PRON,pronoun
ورځ,NOUN,noun
چې,PRT,particle
ټرمپ,NOUN,proper noun
افغان,NOUN,proper noun
جګړه,NOUN,noun
"""",PUNCT,punctuation
بایللې,PUNCT,punctuation
او,CONJ,coordinating conjunction
شرموونکې,CONJ,coordinating conjunction
"""",PUNCT,punctuation
وبلله,PUNCT,punctuation
ده,VERB,verb
وویل,VERB,verb
طالبان,NOUN,proper noun
په,PRT,particle
خپلو,ADJ,adjective
ژمنو,X,other
او,CONJ,coordinating conjunction
تړون,CONJ,coordinating conjunction
ولاړ,X,other
دي,VERB,verb
او,CONJ,coordinating conjunction
عملي,CONJ,coordinating conjunction
کوي,VERB,verb
یې,ADP,adposition
او,CONJ,coordinating conjunction
د,X,other
همدې,DET,determiner
تړون,X,other
پربنسټ,X,other
به,PRT,particle
ټول,ADV,adverb
امریکايي,ADJ,adjective
پوځیان,X,other
له,PRT,particle
افغانستان,NOUN,proper noun
وځي,NOUN,proper noun
.,PUNCT,punctuation
وړمه,PUNCT,punctuation
ورځ,NOUN,noun
په,PRT,particle
کابل,NOUN,proper noun
کې,PRT,particle
افغان,NOUN,proper noun
ولسمشر,NOUN,noun
محمد,NOUN,proper noun
اشرف,NOUN,noun
غني,NOUN,proper noun
د,X,other
افغان,NOUN,proper noun
سولې,NOUN,proper noun
په,PRT,particle
اړه,X,other
د,X,other
اجماع,X,other
رامنځ,NOUN,noun
ته,PRT,particle
کولو,PRON,pronoun
نړیوال,ADJ,adjective
ویډيويي,ADJ,adjective
کانفرانس,X,other
کې,PRT,particle
ویلي,VERB,verb
،,PUNCT,punctuation
که,PRT,particle
طالبان,NOUN,proper noun
جګړې,X,other
ته,PRT,particle
دوام,PRON,pronoun
ورکړي,NOUN,noun
د,X,other
سولې,X,other
پروسه,X,other
له,PRT,particle
جدي,ADJ,adjective
ننګونو,ADJ,adjective
سره,ADP,adposition
مخامخ,ADV,adverb
کېدی,X,other
شي,VERB,verb
.,PUNCT,punctuation
د,X,other
بي,X,other
بي,X,other
سي,X,other
دې,PRON,pronoun
پوښتنې,PRON,pronoun
ته,PRT,particle
چې,PRT,particle
طالبانو,NOUN,proper noun
په,PRT,particle
مسکو,X,other
،,PUNCT,punctuation
دوحه,X,other
او,CONJ,coordinating conjunction
نور,CONJ,coordinating conjunction
ځایونو,ADJ,adjective
کې,PRT,particle
افغانستان,NOUN,proper noun
نه,PRT,particle
ورغلو,X,other
پلاوو,X,other
کې,PRT,particle
شاملې,X,other
مېرمنې,X,other
منلې,X,other
ایا,X,other
د,X,other
دې,PRON,pronoun
هم,ADP,adposition
امکان,X,other
ویني,NOUN,noun
چې,PRT,particle
یو,DET,determiner
وخت,NOUN,noun
خپله,NOUN,noun
له,PRT,particle
طالبانو,NOUN,proper noun
هم,ADP,adposition
په,PRT,particle
مذاکراتي,X,other
پلاوي,X,other
کې,PRT,particle
مېرمنې,X,other
شاملې,X,other
وي,X,other
؟,X,other
سهیل,X,other
شاهین,X,other
وویل,VERB,verb
چې,PRT,particle
په,PRT,particle
دې,PRON,pronoun
تړاو,PRON,pronoun
د,X,other
هغوی,PRON,pronoun
تګلاره,X,other
واضح,X,other
ده,VERB,verb
او,CONJ,coordinating conjunction
هغه,PRON,pronoun
دا,DET,determiner
چې,PRT,particle
د,X,other
مېرمنو,X,other
کار,NOUN,noun
او,CONJ,coordinating conjunction
زدکړې,CONJ,coordinating conjunction
سره,ADP,adposition
مخالفت,X,other
نه,PRT,particle
لري,VERB,verb
،,PUNCT,punctuation
په,PRT,particle
دې,PRON,pronoun
شرط,NOUN,noun
چې,PRT,particle
اسلامي,X,other
حجاب,ADJ,adjective
پکې,ADP,adposition
مراعت,X,other
شي,VERB,verb
.,PUNCT,punctuation
ده,VERB,verb
زیاته,ADV,adverb
کړه,VERB,verb
تر,ADP,adposition
کومه,X,other
چې,PRT,particle
په,PRT,particle
خبرو,X,other
کې,PRT,particle
د,X,other
دوی,X,other
له,PRT,particle
خوا,X,other
د,X,other
مېرمنو,X,other
د,X,other
شاملولو,X,other
خبره,X,other
ده,VERB,verb
،,PUNCT,punctuation
نو,X,other
په,PRT,particle
دې,PRON,pronoun
اړه,PRON,pronoun
به,PRT,particle
د,X,other
طالبانو,NOUN,proper noun
د,X,other
مشرتابه,X,other
د,X,other
لزوم,X,other
دید,X,other
سره,ADP,adposition
سم,X,other
تصمیم,ADJ,adjective
نیول,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
ویډیويي,ADJ,adjective
غونډه,X,other
،,PUNCT,punctuation
چې,PRT,particle
د,X,other
برتانیا,NOUN,proper noun
او,CONJ,coordinating conjunction
اروپا,NOUN,proper noun
له,PRT,particle
بېلابېلو,X,other
ښارونو,X,other
یو,DET,determiner
شمېر,NOUN,noun
افغانانو,NOUN,proper noun
پکې,ADP,adposition
برخه,NOUN,noun
درلوده,NOUN,noun
د,X,other
خپل,ADJ,adjective
ډول,ADJ,adjective
لومړنۍ,NOUN,noun
هغه,PRON,pronoun
وه,VERB,verb
چې,PRT,particle
د,X,other
طالبانو,NOUN,proper noun
د,X,other
سیاسي,ADJ,adjective
دفتر,X,other
غړي,NOUN,noun
پکې,ADP,adposition
د,X,other
سولې,X,other
،,PUNCT,punctuation
مذاکراتو,X,other
،,PUNCT,punctuation
اوربند,NOUN,noun
،,PUNCT,punctuation
د,X,other
طالبانو,NOUN,proper noun
په,PRT,particle
مشرتابه,X,other
کې,PRT,particle
د,X,other
مسلکي,X,other
کسانو,NOUN,noun
شتون,X,other
اونورو,NOUN,noun
موضع,X,other
ګانو,NOUN,noun
په,PRT,particle
اړه,X,other
په,PRT,particle
مخامخ,ADV,adverb
ډول,X,other
غږیږي,NOUN,noun
او,CONJ,coordinating conjunction
له,PRT,particle
هغوی,PRON,pronoun
نه,PRT,particle
په,PRT,particle
دې,PRON,pronoun
او,CONJ,coordinating conjunction
نورو,DET,determiner
موضع,X,other
ګانو,NOUN,noun
د,X,other
وړاندیزونو,X,other
او,CONJ,coordinating conjunction
سپارښتنو,CONJ,coordinating conjunction
غوښتنه,NOUN,noun
کوي,VERB,verb
.,PUNCT,punctuation
خو,CONJ,coordinating conjunction
دا,DET,determiner
به,PRT,particle
وخت,NOUN,noun
ثابتوي,NOUN,noun
چې,PRT,particle
دا,DET,determiner
به,PRT,particle
څومره,PRT,particle
د,X,other
هغوی,PRON,pronoun
په,PRT,particle
تګلارو,X,other
کې,PRT,particle
منعکس,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
ابراهیم,PUNCT,punctuation
جعفريځمکپوه۱۷,X,other
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۷,PUNCT,punctuation
جولاې,X,other
۲۰۲۰دوشنبه,X,other
ماسخوتن,X,other
د,X,other
رېکتر,X,other
په,PRT,particle
کچه,NOUN,noun
۴,ADJ,adjective
.,PUNCT,punctuation
۶,NUM,numeral
درجې,X,other
یوې,X,other
زلزلې,DET,determiner
کابل,NOUN,proper noun
ښار,NOUN,noun
ولړزاوه,NOUN,noun
چې,PRT,particle
مرکز,NOUN,noun
یې,ADP,adposition
هم,ADP,adposition
د,X,other
ښار,NOUN,noun
شمال,NOUN,noun
لوېدیځ,NOUN,noun
ته,PRT,particle
د,X,other
پغمان,X,other
غرونو,X,other
کې,PRT,particle
نږدې,X,other
اوه,X,other
کیلومتره,X,other
ژور,X,other
و,CONJ,coordinating conjunction
.,PUNCT,punctuation
د,X,other
ژوروالي,X,other
کمښت,X,other
او,CONJ,coordinating conjunction
د,X,other
ښار,NOUN,noun
څنډو,NOUN,noun
ته,PRT,particle
یې,ADP,adposition
نږدېوالی,VERB,VERB
سبب,X,other
شو,VERB,verb
چې,PRT,particle
د,X,other
زلزلې,X,other
سره,ADP,adposition
کابل,NOUN,proper noun
ښاریان,X,other
له,PRT,particle
دې,PRON,pronoun
زلزلې,PRON,pronoun
پیدا,X,other
شوی,VERB,verb
غږ,X,other
هم,ADP,adposition
واوري,X,other
.,PUNCT,punctuation
د,X,other
کارپوهان,X,other
په,PRT,particle
وینا,X,other
د,X,other
دې,PRON,pronoun
زلزلې,PRON,pronoun
مرکز,NOUN,noun
کابل,NOUN,proper noun
ښار,NOUN,noun
ته,PRT,particle
نږدې,PRON,pronoun
د,X,other
پغمان,X,other
سیمه,X,other
بلل,X,other
شوې,VERB,verb
ده,VERB,verb
.,PUNCT,punctuation
دوی,PUNCT,punctuation
وایي,NOUN,noun
،,PUNCT,punctuation
دا,DET,determiner
زلزله,X,other
پغمان,NOUN,noun
غرونو,X,other
کې,PRT,particle
د,X,other
اوه,X,other
نیم,X,other
کیلومتره,X,other
ژوروالي,X,other
سره,ADP,adposition
پېښه,X,other
شوه,VERB,verb
.,PUNCT,punctuation
افغانستان,NOUN,proper noun
غرنی,NOUN,proper noun
هېواد,ADJ,adjective
او,CONJ,coordinating conjunction
پام,CONJ,coordinating conjunction
وړ,NOUN,noun
برخه,NOUN,noun
یې,ADP,adposition
پر,PRT,particle
غرونو,X,other
پوښلې,X,other
ده,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
غرونه,X,other
تر,ADP,adposition
ډېره,X,other
د,X,other
ډېرو,X,other
ماتېدو,X,other
(,PUNCT,punctuation
ګسلونو,PUNCT,punctuation
),PUNCT,punctuation
او,CONJ,coordinating conjunction
د,X,other
دوی,X,other
د,X,other
رنګارنګ,X,other
ځای,ADJ,adjective
په,PRT,particle
ځای,X,other
کېدو,NOUN,noun
د,X,other
جوړښت,X,other
له,PRT,particle
امله,X,other
په,PRT,particle
دې,PRON,pronoun
ځمکه,PRON,pronoun
رامنځ,NOUN,noun
ته,PRT,particle
شوي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
پغمان,X,other
زلزله,X,other
ولې,NOUN,noun
مهمه,X,other
ده,VERB,verb
؟,PRON,pronoun
د,X,other
دوشنبې,X,other
ماسخوتن,NOUN,noun
زلزله,X,other
په,PRT,particle
څو,ADV,adverb
لاملونو,X,other
مهمه,X,other
بلل,X,other
شوې,VERB,verb
ده,VERB,verb
.,PUNCT,punctuation
یو,DET,determiner
دا,DET,determiner
چې,PRT,particle
لږ,ADJ,adjective
ژوره,ADJ,adjective
او,CONJ,coordinating conjunction
ډېره,CONJ,coordinating conjunction
لویه,X,other
وه,VERB,verb
،,PUNCT,punctuation
ځکه,CONJ,coordinating conjunction
یې,ADP,adposition
کابل,NOUN,proper noun
ښاریان,X,other
ووېرول,X,other
او,CONJ,coordinating conjunction
دغه,DET,determiner
ښار,NOUN,noun
کې,PRT,particle
یې,ADP,adposition
د,X,other
ویجاړوونکې,X,other
زلزلې,X,other
د,X,other
پېښېدو,X,other
زنګ,X,other
وهلی,NOUN,noun
دی,VERB,verb
.,PUNCT,punctuation
دا,DET,determiner
زلزله,X,other
سیمه,NOUN,noun
کې,PRT,particle
هغه,PRON,pronoun
تاریخي,PRON,pronoun
زلزلې,X,other
را,X,other
یادوي,X,other
چې,PRT,particle
څه,X,other
باندې,X,other
پنځه,NUM,numeral
سوه,NUM,numeral
کاله,NOUN,noun
مخکې,X,other
ورته,X,other
سیمه,ADJ,adjective
کې,PRT,particle
د,X,other
۷,X,other
،,PUNCT,punctuation
۳,X,other
ریښتر,X,other
درجې,X,other
سره,ADP,adposition
ثبت,VERB,verb
شوې,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
دویم,PUNCT,punctuation
دا,DET,determiner
چې,PRT,particle
د,X,other
نړیوالې,X,other
ټولنې,NOUN,noun
په,PRT,particle
ملاتړ,X,other
افغانستان,NOUN,proper noun
کې,PRT,particle
د,X,other
تېرو,X,other
شلو,X,other
کلونو,NOUN,noun
د,X,other
نسبي,X,other
ټیکاو,ADJ,adjective
او,CONJ,coordinating conjunction
اقتصادي,ADJ,adjective
ودې,ADJ,adjective
له,PRT,particle
امله,X,other
کابل,NOUN,proper noun
ښار,NOUN,noun
له,PRT,particle
جدي,ADJ,adjective
څار,ADJ,adjective
او,CONJ,coordinating conjunction
عصري,CONJ,coordinating conjunction
پلان,ADJ,adjective
پرته,NOUN,noun
بې,ADJ,adjective
کچې,X,other
پراخ,X,other
شو,VERB,verb
.,PUNCT,punctuation
کابل,NOUN,proper noun
ښار,NOUN,noun
کې,PRT,particle
د,X,other
وګړو,X,other
شمېر,NOUN,noun
په,PRT,particle
دې,PRON,pronoun
وروستیو,PRON,pronoun
کلونو,NOUN,noun
کې,PRT,particle
لس,X,other
واره,NUM,numeral
ډېر,ADJ,adjective
شوی,VERB,verb
او,CONJ,coordinating conjunction
هم,ADP,adposition
ټول,ADV,adverb
سیاسي,ADJ,adjective
او,CONJ,coordinating conjunction
اقتصادي,ADJ,adjective
بنسټونه,ADJ,adjective
دلته,X,other
سره,ADP,adposition
ټول,ADV,adverb
دي,VERB,verb
.,PUNCT,punctuation
داسې,PUNCT,punctuation
ښکاري,X,other
چې,PRT,particle
د,X,other
افغان,NOUN,proper noun
واکمنو,NOUN,proper noun
دې,PRON,pronoun
ستر,PRON,pronoun
خطر,ADJ,adjective
ته,PRT,particle
پام,PRON,pronoun
نه,PRT,particle
و,CONJ,coordinating conjunction
چې,PRT,particle
کابل,NOUN,proper noun
ښار,NOUN,noun
ته,PRT,particle
کمین,PRON,pronoun
نیولی,X,other
ناست,X,other
دی,VERB,verb
،,PUNCT,punctuation
ځکه,CONJ,coordinating conjunction
د,X,other
ممکنه,X,other
زلزلې,X,other
له,PRT,particle
امله,X,other
د,X,other
کابل,NOUN,proper noun
ښار,NOUN,noun
او,CONJ,coordinating conjunction
اوسني,CONJ,coordinating conjunction
نظام,X,other
ډېر,ADJ,adjective
زیانمنېدل,X,other
شوني,X,other
دي,VERB,verb
.,PUNCT,punctuation
له,PRT,particle
یوې,X,other
خوا,X,other
د,X,other
زلزلې,X,other
د,X,other
لوی,X,other
خطر,ADJ,adjective
او,CONJ,coordinating conjunction
له,PRT,particle
بلې,X,other
خوا,X,other
د,X,other
کابل,NOUN,proper noun
ښار,NOUN,noun
ډېر,ADJ,adjective
زیانمنېدل,X,other
هغه,PRON,pronoun
څه,PRON,pronoun
دي,VERB,verb
چې,PRT,particle
له,PRT,particle
یوې,X,other
پېښې,NOUN,noun
وروسته,NOUN,noun
د,X,other
بلې,X,other
پېښې,NOUN,noun
د,X,other
رامنځ,X,other
ته,PRT,particle
کېدو,PRON,pronoun
خطر,X,other
ډېروي,NOUN,noun
.,PUNCT,punctuation
کړکېچ,PUNCT,punctuation
ته,PRT,particle
ځواب,PRON,pronoun
ویونکی,NOUN,noun
سیستم,X,other
او,CONJ,coordinating conjunction
اوسنی,CONJ,coordinating conjunction
مرستندوی,ADJ,adjective
بنسټونه,X,other
دا,DET,determiner
ډول,X,other
پېښو,NOUN,noun
ته,PRT,particle
د,X,other
پرېکند,X,other
ځواب,X,other
تیاری,NOUN,noun
نه,PRT,particle
لري,VERB,verb
.,PUNCT,punctuation
که,PRT,particle
خدای,X,other
مه,NOUN,noun
کړه,VERB,verb
،,PUNCT,punctuation
د,X,other
ژمي,X,other
یخو,X,other
شپو,X,other
کې,PRT,particle
کابل,NOUN,proper noun
ښار,NOUN,noun
کې,PRT,particle
له,PRT,particle
اوه,X,other
رېښتر,X,other
درجې,X,other
پورته,X,other
زلزله,X,other
پېښه,NOUN,noun
شي,VERB,verb
،,PUNCT,punctuation
د,X,other
ډېرو,X,other
ودانیو,X,other
د,X,other
ورانېدو,X,other
امکان,X,other
شته,NOUN,noun
.,PUNCT,punctuation
د,X,other
سړکونو,X,other
پر,PRT,particle
غاړه,X,other
د,X,other
اسمانڅکو,X,other
ودانیو,X,other
د,X,other
غورځېدو,X,other
له,PRT,particle
امله,X,other
کوڅو,X,other
ته,PRT,particle
لارې,PRON,pronoun
بندېږي,X,other
او,CONJ,coordinating conjunction
حکومت,NOUN,noun
د,X,other
دا,DET,determiner
ډول,X,other
حالت,NOUN,noun
لپاره,X,other
کوم,VERB,verb
میکانیزم,X,other
په,PRT,particle
پام,X,other
کې,PRT,particle
نه,PRT,particle
دی,VERB,verb
نیولی,PRON,pronoun
.,PUNCT,punctuation
یخني,PUNCT,punctuation
،,PUNCT,punctuation
لوږه,X,other
،,PUNCT,punctuation
د,X,other
عمومي,X,other
او,CONJ,coordinating conjunction
رغتیايي,CONJ,coordinating conjunction
خدمتونو,X,other
نشتوالی,X,other
او,CONJ,coordinating conjunction
...,CONJ,coordinating conjunction
راتلونکو,NOUN,noun
ورځو,NOUN,noun
کې,PRT,particle
هم,ADP,adposition
د,X,other
مرګ,X,other
ډېرېدو,NOUN,noun
سبب,X,other
کېږي,VERB,verb
.,PUNCT,punctuation
له,PRT,particle
بلې,X,other
خوا,X,other
حکومت,NOUN,noun
هغه,PRON,pronoun
عامه,PRON,pronoun
پوهاوي,ADJ,adjective
کې,PRT,particle
هم,ADP,adposition
بې,X,other
غوري,X,other
کړې,NOUN,noun
ده,VERB,verb
چې,PRT,particle
د,X,other
سر,X,other
او,CONJ,coordinating conjunction
مال,CONJ,coordinating conjunction
د,X,other
زیان,NOUN,noun
کمېدو,X,other
کې,PRT,particle
مرسته,X,other
کولی,VERB,verb
شي,VERB,verb
.,PUNCT,punctuation
هغه,PRON,pronoun
هېوادونه,PRON,pronoun
چې,PRT,particle
له,PRT,particle
دا,DET,determiner
ډول,X,other
خطر,NOUN,noun
سره,ADP,adposition
مخ,X,other
وي,NOUN,noun
پوهنیز,X,other
نظام,X,other
او,CONJ,coordinating conjunction
رسنۍ,CONJ,coordinating conjunction
یې,ADP,adposition
په,PRT,particle
سیستماتیک,X,other
ډول,X,other
له,PRT,particle
دا,DET,determiner
ډول,X,other
پېښو,NOUN,noun
او,CONJ,coordinating conjunction
خطرو,CONJ,coordinating conjunction
سره,ADP,adposition
د,X,other
مخ,X,other
کېدو,NOUN,noun
لپاره,X,other
په,PRT,particle
مختلفو,ADJ,adjective
برخو,X,other
کې,PRT,particle
خلکو,NOUN,noun
ته,PRT,particle
اړینه,PRON,pronoun
روزنه,NOUN,noun
وړاندې,ADP,adposition
کوي,VERB,verb
.,PUNCT,punctuation
د,X,other
جاپان,X,other
په,PRT,particle
څېر,X,other
هېواد,NOUN,noun
کې,PRT,particle
د,X,other
ښارونو,X,other
او,CONJ,coordinating conjunction
ودانیو,CONJ,coordinating conjunction
د,X,other
کیفیت,X,other
او,CONJ,coordinating conjunction
سیستماتیک,CONJ,coordinating conjunction
جوړولو,X,other
سربېره,X,other
د,X,other
خلکو,NOUN,noun
د,X,other
لویې,X,other
کچې,X,other
پوهاوی,X,other
هم,ADP,adposition
له,PRT,particle
زلزلې,X,other
د,X,other
کمې,X,other
مرګ,X,other
ژوبلې,NOUN,noun
مهم,X,other
دلیل,ADJ,adjective
دی,VERB,verb
.,PUNCT,punctuation
د,X,other
مثال,X,other
په,PRT,particle
ډول,X,other
څو,ADV,adverb
کاله,X,other
پخوانۍ,X,other
زلزله,X,other
یادولی,NOUN,noun
شو,VERB,verb
چې,PRT,particle
مرکز,NOUN,noun
یې,ADP,adposition
بدخشان,VERB,VERB
کې,PRT,particle
و,CONJ,coordinating conjunction
او,CONJ,coordinating conjunction
د,X,other
زلزلې,X,other
د,X,other
ژوروالي,X,other
له,PRT,particle
امله,X,other
ډېر,ADJ,adjective
تاوان,X,other
ونه,VERB,VERB
رسېد,NOUN,noun
،,PUNCT,punctuation
بلکې,X,other
د,X,other
زلزلې,X,other
په,PRT,particle
وخت,NOUN,noun
د,X,other
خلکو,NOUN,noun
د,X,other
ناسم,X,other
غبرګون,ADJ,adjective
له,PRT,particle
امله,X,other
ډېره,X,other
مرګ,X,other
ژوبله,NOUN,noun
واوښته,NOUN,noun
.,PUNCT,punctuation
ښوونځیو,PUNCT,punctuation
کې,PRT,particle
ډېری,X,other
زدکوونکي,X,other
له,PRT,particle
ټولګیو,X,other
د,X,other
وتلو,VERB,verb
پر,PRT,particle
مهال,X,other
تر,ADP,adposition
پښو,X,other
لاندې,ADP,adposition
شول,X,other
.,PUNCT,punctuation
پر,PRT,particle
۱۳۹۴,X,other
کال,NOUN,noun
بدخشکان,NOUN,noun
کې,PRT,particle
د,X,other
۷,X,other
،,PUNCT,punctuation
۵,X,other
ریختر,X,other
درجې,X,other
زلزلې,X,other
پر,PRT,particle
مهال,X,other
په,PRT,particle
ګاونډي,X,other
تخار,X,other
کې,PRT,particle
د,X,other
نجونو,X,other
ښوونځي,X,other
۱۲,X,other
زدکوونکې,X,other
له,PRT,particle
ودانۍ,X,other
د,X,other
وتلو,VERB,verb
پر,PRT,particle
مهال,X,other
تر,ADP,adposition
پښو,X,other
لاندې,ADP,adposition
او,CONJ,coordinating conjunction
مړې,CONJ,coordinating conjunction
شوې,VERB,verb
او,CONJ,coordinating conjunction
۲۵,CONJ,coordinating conjunction
نورې,X,other
ټپي,X,other
شوې,VERB,verb
.,PUNCT,punctuation
ځکه,CONJ,coordinating conjunction
ویلی,X,other
شو,VERB,verb
چې,PRT,particle
طبیعي,X,other
پېښې,NOUN,noun
او,CONJ,coordinating conjunction
خطرې,CONJ,coordinating conjunction
یوازې,X,other
پخپله,X,other
ناورین,X,other
نه,PRT,particle
پېښوي,X,other
،,PUNCT,punctuation
بلکې,X,other
ناورین,X,other
هغه,PRON,pronoun
مهال,PRON,pronoun
جوړېږي,NOUN,noun
چې,PRT,particle
انسان,NOUN,noun
دې,PRON,pronoun
هرو,PRON,pronoun
مرو,X,other
پېښېدونکو,X,other
مسلو,X,other
ته,PRT,particle
پوره,PRON,pronoun
تیاری,ADJ,adjective
ونه,X,other
لري,VERB,verb
.,PUNCT,punctuation
د,X,other
کابل,NOUN,proper noun
ښاریانو,X,other
،,PUNCT,punctuation
ښارساتو,X,other
او,CONJ,coordinating conjunction
ښارپالو,CONJ,coordinating conjunction
بې,X,other
پروايي,X,other
او,CONJ,coordinating conjunction
بې,CONJ,coordinating conjunction
غوري,X,other
دې,PRON,pronoun
برخه,NOUN,noun
کې,PRT,particle
ښکاره,X,other
بېلګه,ADJ,adjective
ده,VERB,verb
.,PUNCT,punctuation
۱۶,PUNCT,punctuation
چنګاښ,NOUN,noun
۱۳۹۹,NOUN,noun
-,PUNCT,punctuation
۶,NUM,numeral
جولاې,X,other
سعودي,NOUN,proper noun
عربستان,NOUN,proper noun
چارواکو,NOUN,noun
د,X,other
کورونا,NOUN,proper noun
وېروس,NOUN,noun
وبا,NOUN,noun
له,PRT,particle
کبله,X,other
د,X,other
سږ,X,other
کال,NOUN,noun
حج,NOUN,noun
مراسمو,NOUN,noun
لپاره,X,other
ځانګړي,PRON,pronoun
تدابیر,ADJ,adjective
اعلان,NOUN,noun
کړي,VERB,verb
دي,VERB,verb
.,PUNCT,punctuation
د,X,other
دې,PRON,pronoun
تدابیر,PRON,pronoun
له,PRT,particle
مخې,X,other
حاجیان,X,other
نشي,X,other
کولی,VERB,verb
چې,PRT,particle
د,X,other
کعبې,X,other
پر,PRT,particle
دېوالونو,X,other
او,CONJ,coordinating conjunction
یا,CONJ,coordinating conjunction
هم,ADP,adposition
پر,PRT,particle
حجر,X,other
اسود,X,other
لاس,X,other
راتېر,NOUN,noun
کړي,VERB,verb
،‌,X,other
او,CONJ,coordinating conjunction
همدا,CONJ,coordinating conjunction
راز,PRON,pronoun
اړ,NOUN,noun
دي,VERB,verb
‌,VERB,VERB
چې,PRT,particle
خپلو,ADJ,adjective
منځو,X,other
کې,PRT,particle
یو,DET,determiner
نیم,X,other
متر,X,other
واټن,NOUN,noun
هم,ADP,adposition
وساتي,X,other
.‌,X,other
سعودي,NOUN,proper noun
‌,X,other
حکومت,NOUN,noun
دوه,NUM,numeral
اوونۍ,NUM,numeral
وړاندې,ADP,adposition
اعلان,NOUN,noun
کړی,VERB,verb
و,CONJ,coordinating conjunction
چې,PRT,particle
سږ,X,other
کال,NOUN,noun
به,PRT,particle
له,PRT,particle
نورو,DET,determiner
هېوادونو,NOUN,noun
حاجیانو,X,other
ته,PRT,particle
د,X,other
ورتګ,X,other
اجازه,NOUN,noun
نه,PRT,particle
ورکوي,VERB,verb
،,PUNCT,punctuation
او,CONJ,coordinating conjunction
یوازې,CONJ,coordinating conjunction
په,PRT,particle
سعودي,NOUN,proper noun
کې,PRT,particle
مېشت,X,other
محدود,NOUN,noun
شمېر,NOUN,noun
کسان,NOUN,noun
به,PRT,particle
وکولی,PRT,particle
شي,VERB,verb
‌,X,other
چې,PRT,particle
حج,NOUN,noun
وکړي,VERB,verb
.,PUNCT,punctuation
د,X,other
سعودي,NOUN,proper noun
عربستان,NOUN,proper noun
د,X,other
ناروغیو,X,other
د,X,other
کنترول,X,other
او,CONJ,coordinating conjunction
ورسره,CONJ,coordinating conjunction
د,X,other
مبارزې,X,other
ادارې,NOUN,noun
نن,ADV,adverb
دوشنبه,X,other
د,X,other
سږني,X,other
حج,NOUN,noun
لپاره,X,other
یو,DET,determiner
لړ,X,other
ځانګړي,NOUN,noun
تدابیر,ADJ,adjective
اعلان,NOUN,noun
کړل,VERB,verb
.,PUNCT,punctuation
که,PRT,particle
څه,X,other
هم,ADP,adposition
د,X,other
اوس,ADV,adverb
لپاره,X,other
خلکو,NOUN,noun
اجازه,NOUN,noun
لري,VERB,verb
‌,X,other
چې,PRT,particle
په,PRT,particle
حرم,X,other
شریف,NOUN,noun
کې,PRT,particle
لمونځ,X,other
وکړي,VERB,verb
،,PUNCT,punctuation
خو,CONJ,coordinating conjunction
د,X,other
جولای,X,other
میاشتې,NOUN,noun
له,PRT,particle
۱۸مې,X,other
نېټې,X,other
د,X,other
راتلونکې,X,other
اګست,X,other
میاشتې,NOUN,noun
تر,ADP,adposition
دویمې,X,other
نېټې,X,other
به,PRT,particle
یوازې,PRT,particle
هغه,PRON,pronoun
کسان,NOUN,noun
منا,X,other
،‌,NOUN,noun
مزدلفې,X,other
او,CONJ,coordinating conjunction
عرفات,CONJ,coordinating conjunction
ته,PRT,particle
د,X,other
داخلېدو,X,other
اجازه,NOUN,noun
ولري,NOUN,noun
‌,X,other
چې,PRT,particle
د,X,other
حج,NOUN,noun
اجازتلیک,NOUN,noun
ورسره,X,other
وي,X,other
.,PUNCT,punctuation
نور,PUNCT,punctuation
ځانګړي,ADJ,adjective
‌,ADJ,adjective
تدبیرونه,X,other
څه,X,other
دي,VERB,verb
؟,VERB,VERB
ځانګړې,ADJ,adjective
عمله,ADJ,adjective
به,PRT,particle
د,X,other
دې,PRON,pronoun
تضمین,PRON,pronoun
کوي,VERB,verb
‌,X,other
چې,PRT,particle
حاجیان,X,other
خپلو,ADJ,adjective
منځو,X,other
کې,PRT,particle
یو,DET,determiner
نیم,X,other
متر,X,other
واټن,NOUN,noun
ساتي,NOUN,noun
،,PUNCT,punctuation
او,CONJ,coordinating conjunction
هېڅوک,CONJ,coordinating conjunction
به,PRT,particle
